id,bairro,titulo,preco,tags,descricao_longa
688,Vila Mariana,Imóvel 688 em Vila Mariana,2277034,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
689,Jardins,Imóvel 689 em Pinheiros,2159766,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
690,Vila Mariana,Imóvel 690 em Vila Mariana,2197150,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
691,Moema,Imóvel 691 em Vila Mariana,2980297,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
692,Jardins,Imóvel 692 em Moema,2895805,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
693,Itaim Bibi,Imóvel 693 em Moema,810927,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
694,Itaim Bibi,Imóvel 694 em Itaim Bibi,2633499,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
695,Itaim Bibi,Imóvel 695 em Pinheiros,2866379,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
696,Pinheiros,Imóvel 696 em Vila Mariana,509004,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
697,Pinheiros,Imóvel 697 em Moema,988658,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
698,Vila Mariana,Imóvel 698 em Vila Mariana,830764,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
699,Vila Mariana,Imóvel 699 em Vila Mariana,1515613,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
700,Itaim Bibi,Imóvel 700 em Moema,1875876,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
701,Jardins,Imóvel 701 em Vila Mariana,738823,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
702,Pinheiros,Imóvel 702 em Moema,463811,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
703,Moema,Imóvel 703 em Moema,514482,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
704,Jardins,Imóvel 704 em Moema,1367004,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
705,Jardins,Imóvel 705 em Itaim Bibi,1623140,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
706,Moema,Imóvel 706 em Vila Mariana,1659845,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
707,Pinheiros,Imóvel 707 em Moema,2395885,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
708,Jardins,Imóvel 708 em Moema,2490322,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
709,Itaim Bibi,Imóvel 709 em Pinheiros,2072495,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
710,Pinheiros,Imóvel 710 em Jardins,1283107,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
711,Itaim Bibi,Imóvel 711 em Moema,2895003,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
712,Jardins,Imóvel 712 em Itaim Bibi,913489,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
713,Moema,Imóvel 713 em Vila Mariana,1865215,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
714,Itaim Bibi,Imóvel 714 em Vila Mariana,2920980,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
715,Pinheiros,Imóvel 715 em Moema,503057,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
716,Jardins,Imóvel 716 em Pinheiros,1614356,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
717,Itaim Bibi,Imóvel 717 em Itaim Bibi,2593172,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
718,Moema,Imóvel 718 em Pinheiros,2660264,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
719,Pinheiros,Imóvel 719 em Vila Mariana,2581767,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
720,Pinheiros,Imóvel 720 em Itaim Bibi,871415,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
721,Jardins,Imóvel 721 em Itaim Bibi,1520841,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
722,Pinheiros,Imóvel 722 em Jardins,1791868,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
723,Pinheiros,Imóvel 723 em Pinheiros,976064,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
724,Itaim Bibi,Imóvel 724 em Pinheiros,2658341,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
725,Vila Mariana,Imóvel 725 em Jardins,1226856,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
726,Jardins,Imóvel 726 em Pinheiros,860645,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
727,Jardins,Imóvel 727 em Pinheiros,2488786,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
728,Jardins,Imóvel 728 em Jardins,562680,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
729,Itaim Bibi,Imóvel 729 em Itaim Bibi,1326588,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
730,Vila Mariana,Imóvel 730 em Itaim Bibi,1319090,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
731,Moema,Imóvel 731 em Jardins,1019191,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
732,Moema,Imóvel 732 em Pinheiros,1337308,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
733,Itaim Bibi,Imóvel 733 em Jardins,1272267,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
734,Itaim Bibi,Imóvel 734 em Vila Mariana,1153737,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
735,Pinheiros,Imóvel 735 em Itaim Bibi,885200,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
736,Jardins,Imóvel 736 em Vila Mariana,1256867,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
737,Moema,Imóvel 737 em Moema,2481236,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
738,Itaim Bibi,Imóvel 738 em Moema,1814056,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
739,Itaim Bibi,Imóvel 739 em Jardins,1947677,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
740,Moema,Imóvel 740 em Vila Mariana,924521,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
741,Jardins,Imóvel 741 em Jardins,450818,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
742,Itaim Bibi,Imóvel 742 em Jardins,1885234,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
743,Jardins,Imóvel 743 em Jardins,1609156,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
744,Vila Mariana,Imóvel 744 em Moema,1059038,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
745,Itaim Bibi,Imóvel 745 em Vila Mariana,425046,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
746,Pinheiros,Imóvel 746 em Vila Mariana,2695231,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
747,Moema,Imóvel 747 em Vila Mariana,1511284,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
748,Jardins,Imóvel 748 em Pinheiros,2258596,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
749,Vila Mariana,Imóvel 749 em Itaim Bibi,420017,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
750,Vila Mariana,Imóvel 750 em Pinheiros,1339029,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
751,Pinheiros,Imóvel 751 em Pinheiros,1989520,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
752,Moema,Imóvel 752 em Jardins,2099321,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
753,Moema,Imóvel 753 em Vila Mariana,981179,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
754,Itaim Bibi,Imóvel 754 em Itaim Bibi,2445030,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
755,Vila Mariana,Imóvel 755 em Itaim Bibi,2621280,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
756,Pinheiros,Imóvel 756 em Pinheiros,881996,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
757,Pinheiros,Imóvel 757 em Jardins,1031925,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
758,Pinheiros,Imóvel 758 em Moema,869581,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
759,Itaim Bibi,Imóvel 759 em Itaim Bibi,629876,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
760,Vila Mariana,Imóvel 760 em Moema,731565,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
761,Pinheiros,Imóvel 761 em Pinheiros,401803,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
762,Pinheiros,Imóvel 762 em Pinheiros,2574706,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
763,Vila Mariana,Imóvel 763 em Vila Mariana,726365,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
764,Jardins,Imóvel 764 em Pinheiros,340473,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
765,Itaim Bibi,Imóvel 765 em Itaim Bibi,2692867,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
766,Vila Mariana,Imóvel 766 em Jardins,1662314,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
767,Itaim Bibi,Imóvel 767 em Pinheiros,1341121,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
768,Vila Mariana,Imóvel 768 em Vila Mariana,1455412,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
769,Jardins,Imóvel 769 em Jardins,537684,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
770,Jardins,Imóvel 770 em Moema,863765,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
771,Itaim Bibi,Imóvel 771 em Pinheiros,2768538,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
772,Itaim Bibi,Imóvel 772 em Vila Mariana,903193,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
773,Jardins,Imóvel 773 em Pinheiros,1340843,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
774,Vila Mariana,Imóvel 774 em Vila Mariana,2565919,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
775,Vila Mariana,Imóvel 775 em Itaim Bibi,335067,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
776,Pinheiros,Imóvel 776 em Jardins,643021,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
777,Moema,Imóvel 777 em Itaim Bibi,2992332,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
778,Moema,Imóvel 778 em Vila Mariana,2849201,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
779,Pinheiros,Imóvel 779 em Pinheiros,1498891,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
780,Itaim Bibi,Imóvel 780 em Vila Mariana,2749336,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
781,Itaim Bibi,Imóvel 781 em Pinheiros,1600461,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
782,Vila Mariana,Imóvel 782 em Pinheiros,1464291,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
783,Itaim Bibi,Imóvel 783 em Itaim Bibi,2563962,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
784,Moema,Imóvel 784 em Pinheiros,2070855,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
785,Jardins,Imóvel 785 em Moema,1600334,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
786,Pinheiros,Imóvel 786 em Vila Mariana,2948475,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
787,Itaim Bibi,Imóvel 787 em Itaim Bibi,1262890,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
788,Jardins,Imóvel 788 em Moema,693280,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
789,Jardins,Imóvel 789 em Pinheiros,1358804,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
790,Vila Mariana,Imóvel 790 em Pinheiros,2899660,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
791,Moema,Imóvel 791 em Itaim Bibi,893545,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
792,Pinheiros,Imóvel 792 em Itaim Bibi,720760,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
793,Vila Mariana,Imóvel 793 em Pinheiros,2536979,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
794,Itaim Bibi,Imóvel 794 em Pinheiros,1991896,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
795,Vila Mariana,Imóvel 795 em Moema,1770689,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
796,Vila Mariana,Imóvel 796 em Moema,2519998,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
797,Jardins,Imóvel 797 em Jardins,311976,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
798,Pinheiros,Imóvel 798 em Itaim Bibi,869189,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
799,Pinheiros,Imóvel 799 em Pinheiros,581531,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
800,Moema,Imóvel 800 em Vila Mariana,715541,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
801,Moema,Imóvel 801 em Jardins,589030,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
802,Vila Mariana,Imóvel 802 em Jardins,1283218,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
803,Moema,Imóvel 803 em Jardins,2195709,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
804,Jardins,Imóvel 804 em Moema,518468,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
805,Itaim Bibi,Imóvel 805 em Vila Mariana,1105948,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
806,Itaim Bibi,Imóvel 806 em Itaim Bibi,2099282,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
807,Vila Mariana,Imóvel 807 em Pinheiros,1922258,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
808,Vila Mariana,Imóvel 808 em Itaim Bibi,1502361,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
809,Moema,Imóvel 809 em Moema,2718293,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
810,Pinheiros,Imóvel 810 em Itaim Bibi,1839185,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
811,Moema,Imóvel 811 em Moema,2739831,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
812,Pinheiros,Imóvel 812 em Vila Mariana,840854,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
813,Pinheiros,Imóvel 813 em Vila Mariana,1586494,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
814,Vila Mariana,Imóvel 814 em Moema,1710011,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
815,Moema,Imóvel 815 em Vila Mariana,523050,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
816,Itaim Bibi,Imóvel 816 em Itaim Bibi,1592634,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
817,Itaim Bibi,Imóvel 817 em Moema,2192152,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
818,Jardins,Imóvel 818 em Vila Mariana,2588273,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
819,Moema,Imóvel 819 em Moema,2999918,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
820,Jardins,Imóvel 820 em Moema,2411944,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
821,Vila Mariana,Imóvel 821 em Jardins,815958,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
822,Pinheiros,Imóvel 822 em Jardins,784648,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
823,Itaim Bibi,Imóvel 823 em Vila Mariana,978068,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
824,Moema,Imóvel 824 em Itaim Bibi,504897,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
825,Jardins,Imóvel 825 em Itaim Bibi,1449191,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
826,Itaim Bibi,Imóvel 826 em Itaim Bibi,2669605,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
827,Itaim Bibi,Imóvel 827 em Jardins,1582821,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
828,Vila Mariana,Imóvel 828 em Moema,1817904,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
829,Itaim Bibi,Imóvel 829 em Itaim Bibi,2290938,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
830,Itaim Bibi,Imóvel 830 em Moema,1381724,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
831,Jardins,Imóvel 831 em Vila Mariana,954351,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
832,Vila Mariana,Imóvel 832 em Itaim Bibi,2708954,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
833,Itaim Bibi,Imóvel 833 em Pinheiros,2762497,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
834,Itaim Bibi,Imóvel 834 em Jardins,1359773,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
835,Vila Mariana,Imóvel 835 em Itaim Bibi,320871,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
836,Vila Mariana,Imóvel 836 em Itaim Bibi,708917,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
837,Jardins,Imóvel 837 em Pinheiros,1057124,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
838,Vila Mariana,Imóvel 838 em Jardins,2972439,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
839,Moema,Imóvel 839 em Jardins,320661,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
840,Vila Mariana,Imóvel 840 em Moema,793794,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
841,Jardins,Imóvel 841 em Jardins,2968395,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
842,Moema,Imóvel 842 em Jardins,1335715,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
843,Jardins,Imóvel 843 em Jardins,1860757,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
844,Vila Mariana,Imóvel 844 em Moema,2109678,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
845,Pinheiros,Imóvel 845 em Vila Mariana,2711302,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
846,Moema,Imóvel 846 em Jardins,558133,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
847,Jardins,Imóvel 847 em Itaim Bibi,1314662,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
848,Jardins,Imóvel 848 em Itaim Bibi,2055025,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
849,Jardins,Imóvel 849 em Itaim Bibi,2651480,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
850,Moema,Imóvel 850 em Moema,2728098,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
851,Moema,Imóvel 851 em Vila Mariana,1343091,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
852,Jardins,Imóvel 852 em Jardins,1270019,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
853,Moema,Imóvel 853 em Vila Mariana,2431088,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
854,Moema,Imóvel 854 em Jardins,1716551,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
855,Moema,Imóvel 855 em Vila Mariana,816597,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
856,Pinheiros,Imóvel 856 em Moema,1640313,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
857,Itaim Bibi,Imóvel 857 em Jardins,2016027,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
858,Moema,Imóvel 858 em Jardins,721124,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
859,Vila Mariana,Imóvel 859 em Itaim Bibi,1932485,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
860,Pinheiros,Imóvel 860 em Jardins,350251,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
861,Moema,Imóvel 861 em Itaim Bibi,1105402,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
862,Pinheiros,Imóvel 862 em Pinheiros,2488906,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
863,Jardins,Imóvel 863 em Vila Mariana,1133946,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
864,Itaim Bibi,Imóvel 864 em Pinheiros,1419925,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
865,Pinheiros,Imóvel 865 em Itaim Bibi,1540332,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
866,Moema,Imóvel 866 em Pinheiros,340307,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
867,Jardins,Imóvel 867 em Vila Mariana,2068940,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
868,Vila Mariana,Imóvel 868 em Vila Mariana,2778166,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
869,Pinheiros,Imóvel 869 em Jardins,1037844,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
870,Vila Mariana,Imóvel 870 em Jardins,2432725,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
871,Jardins,Imóvel 871 em Pinheiros,1486814,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
872,Pinheiros,Imóvel 872 em Itaim Bibi,2815899,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
873,Pinheiros,Imóvel 873 em Vila Mariana,2531529,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
874,Pinheiros,Imóvel 874 em Itaim Bibi,1302613,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
875,Moema,Imóvel 875 em Itaim Bibi,2223099,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
876,Jardins,Imóvel 876 em Pinheiros,2099426,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
877,Vila Mariana,Imóvel 877 em Itaim Bibi,2766321,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
878,Vila Mariana,Imóvel 878 em Vila Mariana,912612,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
879,Jardins,Imóvel 879 em Pinheiros,636264,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
880,Jardins,Imóvel 880 em Itaim Bibi,2428018,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
881,Itaim Bibi,Imóvel 881 em Jardins,2361351,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
882,Itaim Bibi,Imóvel 882 em Jardins,1935615,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
883,Pinheiros,Imóvel 883 em Moema,2525176,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
884,Moema,Imóvel 884 em Itaim Bibi,1356521,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
885,Itaim Bibi,Imóvel 885 em Pinheiros,1287374,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
886,Moema,Imóvel 886 em Itaim Bibi,427489,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
887,Moema,Imóvel 887 em Vila Mariana,334209,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
888,Itaim Bibi,Imóvel 888 em Vila Mariana,1671773,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
889,Vila Mariana,Imóvel 889 em Jardins,407858,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
890,Moema,Imóvel 890 em Moema,2392915,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
891,Itaim Bibi,Imóvel 891 em Vila Mariana,1339513,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
892,Itaim Bibi,Imóvel 892 em Vila Mariana,466887,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
893,Itaim Bibi,Imóvel 893 em Pinheiros,1845417,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
894,Jardins,Imóvel 894 em Jardins,301537,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
895,Itaim Bibi,Imóvel 895 em Moema,816131,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
896,Pinheiros,Imóvel 896 em Moema,1330800,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
897,Jardins,Imóvel 897 em Jardins,2624843,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
898,Jardins,Imóvel 898 em Vila Mariana,1795878,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
899,Itaim Bibi,Imóvel 899 em Jardins,2391654,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
900,Jardins,Imóvel 900 em Vila Mariana,2600200,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
901,Jardins,Imóvel 901 em Vila Mariana,1211279,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
902,Vila Mariana,Imóvel 902 em Jardins,818702,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
903,Vila Mariana,Imóvel 903 em Moema,1489563,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
904,Pinheiros,Imóvel 904 em Itaim Bibi,1790484,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
905,Moema,Imóvel 905 em Moema,431930,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
906,Vila Mariana,Imóvel 906 em Pinheiros,375856,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
907,Moema,Imóvel 907 em Itaim Bibi,2050635,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
908,Jardins,Imóvel 908 em Jardins,419540,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
909,Vila Mariana,Imóvel 909 em Jardins,1654769,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
910,Itaim Bibi,Imóvel 910 em Itaim Bibi,688877,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
911,Itaim Bibi,Imóvel 911 em Vila Mariana,2413724,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
912,Itaim Bibi,Imóvel 912 em Pinheiros,2493054,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
913,Pinheiros,Imóvel 913 em Moema,2779550,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
914,Moema,Imóvel 914 em Jardins,2367996,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
915,Itaim Bibi,Imóvel 915 em Moema,1429277,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
916,Vila Mariana,Imóvel 916 em Moema,2950387,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
917,Jardins,Imóvel 917 em Moema,505983,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
